OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu00365,0.000749,1e-06,0.00019,0.000384,1e-06,0.000157,0.156843,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00368,0.000102,0,4.9e-05,0.000286,1e-06,0.000185,0.488511,0.89527667351385,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Corynebacteriaceae(100),Corynebacterium(100),
Otu00370,0.000332,0,0.000111,0.000234,0,5.3e-05,0.436563,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(99),Clostridiales(99),Clostridiales_unclassified(99),Clostridiales_unclassified(99),
Otu00374,0.000153,0,4.2e-05,0.00028,0,8.1e-05,0.186813,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(99),
Otu00376,0.000197,0,5.2e-05,0.000147,0,3.4e-05,0.437562,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(58),Ruminococcaceae_unclassified(58),
Otu00377,0.000332,0,6.4e-05,0.000222,0,4.5e-05,0.165834,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(76),
Otu00379,0.000194,0,3.8e-05,0.000248,0,5.1e-05,0.423576,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(98),
Otu00382,6.6e-05,0,3.9e-05,0.000251,1e-06,0.000137,0.244755,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00385,0.000559,0,8.6e-05,0.000375,0,9e-05,0.152847,0.89527667351385,Bacteria(100),Proteobacteria(93),Proteobacteria_unclassified(93),Proteobacteria_unclassified(93),Proteobacteria_unclassified(93),Proteobacteria_unclassified(93),
Otu00386,0.000312,0,9.5e-05,0.00017,0,8e-05,0.284715,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00389,0.000248,0,6.2e-05,0.000309,0,4.8e-05,0.428571,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Clostridium_IV(100),
Otu00390,0.000202,0,5.3e-05,0.000297,0,7.4e-05,0.298701,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(89),Ruminococcaceae_unclassified(89),
Otu00396,0.00035,0,8.1e-05,0.00056,1e-06,0.000135,0.177822,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Coprobacter(100),
Otu00398,0.000232,0,8.3e-05,0.000424,0,0.000109,0.172827,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00399,0.000475,1e-06,0.000153,0.00028,1e-06,0.000136,0.367632,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(95),
Otu00400,0.000238,0,5.4e-05,0.000337,0,6.9e-05,0.252747,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Clostridium_IV(66),
Otu00402,0.000161,0,8.4e-05,8.4e-05,0,4.8e-05,0.445554,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00405,1.5e-05,0,1.1e-05,6e-06,0,6e-06,0.296269,0.89527667351385,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu00407,0.000176,0,4.2e-05,0.000242,0,6.6e-05,0.408591,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(55),Firmicutes_unclassified(55),Firmicutes_unclassified(55),Firmicutes_unclassified(55),
Otu00409,0.000158,0,4e-05,0.000234,0,5e-05,0.232767,0.89527667351385,Bacteria(100),Firmicutes(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),
Otu00410,0.000429,1e-06,0.000122,0.000262,0,6.2e-05,0.238761,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00416,0.000376,0,6.9e-05,0.000265,0,5.2e-05,0.198801,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00417,9.7e-05,0,3e-05,0.000182,0,6.5e-05,0.282717,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00423,0.000774,2e-06,0.000261,0.000352,1e-06,0.000137,0.17982,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu00424,0.00013,0,4.4e-05,0.000271,0,9.7e-05,0.204795,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00425,0.000135,0,3.6e-05,0.000202,0,5.5e-05,0.341658,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(94),Clostridiales(93),Clostridiales_unclassified(93),Clostridiales_unclassified(93),
Otu00428,0.000158,0,4.1e-05,0.000205,0,4.3e-05,0.428571,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00431,0.000174,0,5e-05,0.000297,0,6.2e-05,0.120879,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(62),Clostridiales(62),Ruminococcaceae(52),Ruminococcaceae_unclassified(52),
Otu00433,0.000342,0,0.00011,0.000164,0,8.1e-05,0.198801,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(98),Lachnospiraceae_unclassified(97),
Otu00434,0.000475,1e-06,0.000133,0.000335,0,0.000107,0.42957,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00436,0.000171,0,6.5e-05,0.00026,0,7.6e-05,0.38961,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00438,0.000133,0,5e-05,0.000314,0,0.000116,0.176823,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00439,0.000692,3e-06,0.000271,0.000277,1e-06,0.000128,0.164835,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00441,0.000319,0,0.000107,0.000213,0,7.2e-05,0.441558,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00443,0.000197,1e-06,0.000137,0.000447,1e-06,0.000204,0.34965,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00444,0.000107,0,3.1e-05,0.000162,0,3.8e-05,0.27972,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(94),Clostridiales_unclassified(94),Clostridiales_unclassified(94),
Otu00446,8.2e-05,0,3.3e-05,5.8e-05,0,3.6e-05,0.266347,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00448,0.000526,4e-06,0.000338,7.5e-05,0,3.4e-05,0.281718,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00453,0.000135,0,2.5e-05,0.000162,0,2.7e-05,0.465534,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(93),Clostridiales_unclassified(93),
Otu00461,0.000118,0,3.2e-05,0.000179,0,3.2e-05,0.181818,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(90),
Otu00464,0.000238,0,6.2e-05,0.000173,0,5.3e-05,0.432567,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00467,7.2e-05,0,3.4e-05,0.000159,0,4.3e-05,0.113886,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00470,0.000194,0,4.7e-05,0.000251,0,6.3e-05,0.497502,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00472,0.000161,0,3.6e-05,0.000225,0,4.7e-05,0.283716,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00481,0.000266,0,0.000117,8.7e-05,0,3e-05,0.146853,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00483,0.000273,0,0.000103,0.000124,0,5.8e-05,0.244755,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Coprococcus(100),
Otu00485,0.000171,0,0.00011,3.7e-05,0,2.8e-05,0.262737,0.89527667351385,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Burkholderiales(100),Comamonadaceae(100),Comamonas(97),
Otu00486,0.000105,0,4e-05,0.000199,0,7.3e-05,0.281718,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(55),Clostridiales(53),Clostridiales_unclassified(53),Clostridiales_unclassified(53),
Otu00490,0.000158,0,3.5e-05,0.000274,0,6.2e-05,0.121878,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00493,0.000186,0,9.3e-05,0.000101,0,7.4e-05,0.457542,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu00495,3e-06,0,3e-06,0.000112,0,0.00011,0.297702,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00497,0.000232,0,4.9e-05,0.000167,0,4.6e-05,0.322677,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu00502,7.4e-05,0,2e-05,0.000144,0,3.9e-05,0.113886,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00505,0.000245,0,7.1e-05,0.00015,0,5.9e-05,0.320679,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00506,0.000391,1e-06,0.000197,0.00017,0,4.8e-05,0.353646,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00509,4.3e-05,0,2.5e-05,2.9e-05,0,2.2e-05,0.339285,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00511,0.000161,0,4.2e-05,0.000222,0,6.4e-05,0.433566,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00513,0.000342,1e-06,0.00015,0.000153,0,7.7e-05,0.303696,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Dorea(100),
Otu00515,0.000158,0,5.9e-05,0.000404,1e-06,0.000201,0.273726,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00518,0.000105,0,2.9e-05,0.000136,0,3e-05,0.46953,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00523,4.6e-05,0,2.5e-05,0.00013,0,6.3e-05,0.24975,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_Incertae_Sedis_XI(100),Helcococcus(100),
Otu00525,0.000355,1e-06,0.000129,0.000162,0,9e-05,0.230769,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(66),Clostridiales(66),Clostridiales_unclassified(65),Clostridiales_unclassified(65),
Otu00527,0.000135,0,9.1e-05,0.000412,1e-06,0.00015,0.125874,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),Firmicutes_unclassified(99),
Otu00530,0.000181,0,7.5e-05,0.000516,3e-06,0.000311,0.381618,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Anaerofilum(99),
Otu00535,0,0,0,6e-06,0,6e-06,0.220615,0.89527667351385,Bacteria(100),Spirochaetes(100),Spirochaetia(100),Spirochaetales(100),Spirochaetaceae(100),Treponema(100),
Otu00537,8.7e-05,0,3.9e-05,0.000162,0,4.9e-05,0.220779,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(62),Ruminococcaceae_unclassified(62),
Otu00540,0.000202,0,4e-05,0.000274,0,5.4e-05,0.27972,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00542,7.9e-05,0,3e-05,0.00015,0,6.6e-05,0.35964,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00543,6.4e-05,0,2.6e-05,0.000257,1e-06,0.000161,0.20979,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(97),Firmicutes_unclassified(97),Firmicutes_unclassified(97),Firmicutes_unclassified(97),
Otu00544,5.4e-05,0,3.4e-05,0.000153,0,7.6e-05,0.236763,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu00547,8.9e-05,0,2.6e-05,0.00017,0,5.1e-05,0.171828,0.89527667351385,Bacteria(100),Firmicutes(99),Clostridia(99),Clostridiales(99),Clostridiales_unclassified(99),Clostridiales_unclassified(99),
Otu00551,0.000141,0,6.3e-05,8.9e-05,0,2.7e-05,0.482517,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00553,0.000324,1e-06,0.000174,0.000136,0,6.5e-05,0.373626,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(97),Bacteroidales(97),Bacteroidales_unclassified(97),Bacteroidales_unclassified(97),
Otu00554,0.000151,0,4.7e-05,9.2e-05,0,2.7e-05,0.325674,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00555,0.000355,0,0.000106,0.000239,0,8.2e-05,0.397602,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00564,0.000169,0,4.3e-05,0.000245,0,6.5e-05,0.331668,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00565,5.4e-05,0,1.3e-05,6.9e-05,0,2.3e-05,0.455843,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00566,5e-06,0,4e-06,0,0,0,0.501836,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Porphyromonadaceae(100),Porphyromonadaceae_unclassified(100),
Otu00567,5e-06,0,5e-06,0,0,0,0.501836,0.89527667351385,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Veillonellaceae(100),Megasphaera(100),
Otu00568,8e-06,0,6e-06,2e-05,0,2e-05,0.206085,0.89527667351385,Bacteria(100),Verrucomicrobia(100),Verrucomicrobiae(100),Verrucomicrobiales(100),Verrucomicrobiaceae(100),Verrucomicrobiaceae_unclassified(100),
Otu00570,0.000118,0,3e-05,0.000156,0,3e-05,0.364635,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00571,8.9e-05,0,2.8e-05,0.000159,0,4.6e-05,0.224775,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00573,0.000174,0,7e-05,9.8e-05,0,3.9e-05,0.423576,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(99),Ruminococcaceae_unclassified(99),
Otu00575,6.6e-05,0,2.1e-05,9.8e-05,0,2e-05,0.261738,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00577,0.000151,0,0.000106,2.6e-05,0,1.3e-05,0.42957,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Blautia(99),
Otu00578,0.000107,0,7.3e-05,0.000211,0,8.7e-05,0.378621,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00582,0.000294,0,6.4e-05,0.000179,0,5.1e-05,0.185814,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(97),
Otu00589,7.2e-05,0,1.9e-05,4.6e-05,0,2.9e-05,0.175696,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00591,7.9e-05,0,3e-05,0.000121,0,4.1e-05,0.433566,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00600,0.000445,3e-06,0.000311,1.2e-05,0,7e-06,0.122877,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00601,4.1e-05,0,3.2e-05,0.000182,0,9.4e-05,0.15984,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Rikenellaceae_unclassified(100),
Otu00604,0.000156,0,2.6e-05,0.00013,0,2e-05,0.433566,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(95),Clostridiales(95),Clostridiales_unclassified(95),Clostridiales_unclassified(95),
Otu00607,9.2e-05,0,2.8e-05,0.000138,0,3.9e-05,0.366633,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(67),Ruminococcaceae_unclassified(67),
Otu00609,0.000128,0,4.5e-05,0.000193,0,4e-05,0.318681,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(99),Clostridiales(99),Clostridiales_unclassified(98),Clostridiales_unclassified(98),
Otu00610,0.000148,0,5.1e-05,0.000104,0,2.8e-05,0.445554,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(71),Clostridiales_unclassified(71),
Otu00613,6.1e-05,0,1.7e-05,8.9e-05,0,2.7e-05,0.37962,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu00614,8.9e-05,0,3.8e-05,2.3e-05,0,2e-05,0.151848,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu00618,9.5e-05,0,2.9e-05,0.000147,0,3.6e-05,0.257742,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00619,0.000204,0,9e-05,8.7e-05,0,2e-05,0.173826,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00630,0.000156,0,3.3e-05,0.000118,0,3.1e-05,0.424575,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
