OTU,mean.group1.,variance.group1.,stderr.group1.,mean.group2.,variance.group2.,stderr.group2.,p.value,q.value,Kingdom,Phylum,Class,Order,Family,Genus,Species
Otu13722,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinobacteria_unclassified(100),Actinobacteria_unclassified(100),Actinobacteria_unclassified(100),
Otu13724,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Bacilli(100),Bacillales(100),Bacillales_unclassified(100),Bacillales_unclassified(100),
Otu13727,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu13763,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Chloroflexi(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100),
Otu14272,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu14276,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu14277,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu14281,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu14287,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu14300,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotellaceae_unclassified(100),
Otu14302,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu14305,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu14306,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu14308,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu14310,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu14316,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Verrucomicrobia(100),Spartobacteria(100),Terrimicrobium(100),Terrimicrobium_unclassified(100),Terrimicrobium_unclassified(100),
Otu14324,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu14330,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Planctomycetes(100),Planctomycetia(100),Planctomycetales(100),Planctomycetaceae(100),Gemmata(100),
Otu14331,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),
Otu14369,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu14370,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu14458,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu14461,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Verrucomicrobia(100),Subdivision5(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),Subdivision5_unclassified(100),
Otu14467,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Bacilli(100),Bacillales(100),Paenibacillaceae_1(100),Paenibacillaceae_1_unclassified(100),
Otu14474,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu14478,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Planctomycetes(100),Planctomycetia(100),Planctomycetales(100),Planctomycetaceae(100),Planctomycetaceae_unclassified(100),
Otu14479,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu14480,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu14481,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu14482,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu14484,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu14506,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu14510,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu14516,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu14797,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu14826,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu14840,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu14849,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu14874,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Acidaminococcaceae(100),Phascolarctobacterium(100),
Otu14888,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu14933,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu14937,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu14990,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu15008,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu15055,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu15063,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu15073,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu15079,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Olsenella(100),
Otu15180,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu15185,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu15201,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu15237,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu15261,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu15266,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu15286,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu15326,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu15330,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu15345,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu15396,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu15408,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu15442,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Actinomycetales(100),Nocardioidaceae(100),Nocardioides(100),
Otu15487,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu15498,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu15544,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu15566,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu15596,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu15601,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Acidaminococcaceae(100),Phascolarctobacterium(100),
Otu15612,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu15652,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu15681,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Enterobacteriales(100),Enterobacteriaceae(100),Escherichia/Shigella(100),
Otu15708,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu15711,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu15749,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu15787,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu15790,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu15812,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVa(100),
Otu15921,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu15958,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu15988,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Clostridium_XlVb(100),
Otu16058,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu16070,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu16081,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu16094,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridia_unclassified(100),Clostridia_unclassified(100),Clostridia_unclassified(100),
Otu16096,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Enterococcaceae(100),Enterococcaceae_unclassified(100),
Otu16133,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu16146,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu16222,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu16246,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu16264,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Enterobacteriales(100),Enterobacteriaceae(100),Enterobacteriaceae_unclassified(100),
Otu16334,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu16351,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Clostridium_IV(100),
Otu16355,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu16360,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu16401,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Elusimicrobia(100),Elusimicrobia(100),Elusimicrobiales(100),Elusimicrobiaceae(100),Elusimicrobium(100),
Otu16438,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu16447,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu16452,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu16463,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(100),
Otu16558,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),Firmicutes_unclassified(100),
Otu16570,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Peptostreptococcaceae(100),Clostridium_XI(100),
Otu16588,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu16644,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu16693,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Rikenellaceae(100),Alistipes(100),
Otu16697,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu16761,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu16766,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidaceae(100),Bacteroides(100),
Otu16786,0,0,0,3e-06,0,3e-06,0.469697,0.89527667351385,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Roseburia(100),
Otu00380,7.7e-05,0,4.2e-05,0.00013,0,6.3e-05,0.502498,0.896178760423149,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu00156,0.000667,1e-06,0.000141,0.000822,1e-06,0.000174,0.504496,0.899462230793157,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00477,8.7e-05,0,5.7e-05,0.000196,0,0.000122,0.506494,0.90274365920398,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Ruminococcaceae_unclassified(100),
Otu00835,9.5e-05,0,2.7e-05,7.2e-05,0,2.4e-05,0.507493,0.904243045073049,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(100),
Otu00105,0.000889,1.9e-05,0.00073,0.001878,3.9e-05,0.001128,0.508492,0.905460125504815,Bacteria(100),Bacteroidetes(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),Bacteroidetes_unclassified(100),
Otu01099,4.6e-05,0,3.9e-05,0.000107,0,8.9e-05,0.508492,0.905460125504815,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(99),Alphaproteobacteria_unclassified(98),Alphaproteobacteria_unclassified(98),Alphaproteobacteria_unclassified(98),
Otu00205,0.000904,2e-06,0.00025,0.000686,1e-06,0.000179,0.512488,0.91229230310559,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu00961,1.5e-05,0,8e-06,9e-06,0,5e-06,0.515002,0.913081182802351,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(85),
Otu01180,1.5e-05,0,1.5e-05,9e-06,0,6e-06,0.515002,0.913081182802351,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01248,1.5e-05,0,8e-06,9e-06,0,9e-06,0.515002,0.913081182802351,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(100),
Otu01346,1.5e-05,0,9e-06,9e-06,0,6e-06,0.515002,0.913081182802351,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Bacteroidales_unclassified(100),Bacteroidales_unclassified(100),
Otu01388,1.5e-05,0,9e-06,9e-06,0,6e-06,0.515002,0.913081182802351,Bacteria(100),Firmicutes(100),Negativicutes(100),Selenomonadales(100),Acidaminococcaceae(100),Succiniclasticum(100),
Otu01419,1.5e-05,0,1.1e-05,9e-06,0,9e-06,0.515002,0.913081182802351,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100),
Otu01503,1.5e-05,0,9e-06,9e-06,0,5e-06,0.515002,0.913081182802351,Bacteria(100),Firmicutes(96),Clostridia(96),Clostridiales(96),Ruminococcaceae(92),Ruminococcaceae_unclassified(92),
Otu01718,1.5e-05,0,8e-06,9e-06,0,6e-06,0.515002,0.913081182802351,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Ruminococcaceae(100),Oscillibacter(98),
Otu01724,1.5e-05,0,9e-06,9e-06,0,9e-06,0.515002,0.913081182802351,Bacteria(100),Bacteroidetes(100),Bacteroidia(100),Bacteroidales(100),Prevotellaceae(100),Prevotella(99),
Otu01736,3.3e-05,0,1.3e-05,2.3e-05,0,1.8e-05,0.514003,0.913081182802351,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01801,1.5e-05,0,6e-06,9e-06,0,9e-06,0.515002,0.913081182802351,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu01808,1.5e-05,0,8e-06,9e-06,0,9e-06,0.515002,0.913081182802351,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Lachnospiraceae(100),Lachnospiraceae_unclassified(94),
Otu02011,1.5e-05,0,7e-06,9e-06,0,5e-06,0.515002,0.913081182802351,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Coriobacteriales(100),Coriobacteriaceae(100),Coriobacteriaceae_unclassified(99),
Otu00127,0.001111,1e-06,0.000189,0.001275,1e-06,0.000186,0.516484,0.915142592890263,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),
Otu00465,0.00024,0,5.1e-05,0.000167,0,8.3e-05,0.516484,0.915142592890263,Bacteria(100),Firmicutes(100),Bacilli(100),Lactobacillales(100),Lactobacillaceae(100),Lactobacillus(100),
Otu00778,4.6e-05,0,3.6e-05,5.8e-05,0,5.5e-05,0.518447,0.918053198640717,Bacteria(100),Fusobacteria(100),Fusobacteriia(100),Fusobacteriales(100),Fusobacteriaceae(100),Fusobacterium(100),
